date,site,Hs,Td,dir,Ta,temp
7/18/12,San Diego,1.32,9.88,192,9.39,20.3
7/19/12,San Diego,1.25,12.5,184,7.08,19.9
7/20/12,San Diego,1.14,14.29,195,6.85,20.5
7/21/12,San Diego,1.34,6.25,278,5.91,20.5
7/22/12,San Diego,1.03,5.88,272,5.95,20.5
7/23/12,San Diego,1.04,18.18,181,7.03,20.5
7/24/12,San Diego,1.18,16.67,186,7.65,20.9
7/25/12,San Diego,1.15,12.5,196,7.41,20.7
7/26/12,San Diego,1,13.33,181,6.1,20.5
7/27/12,San Diego,0.97,5,299,5.08,20
7/28/12,San Diego,1.04,15.38,210,5.5,19.8
7/29/12,San Diego,1.03,15.38,206,5.62,20.5
7/30/12,San Diego,1.01,14.29,200,7.09,20.5
7/31/12,San Diego,0.92,14.29,189,7.4,20.5
8/1/12,San Diego,0.75,13.33,189,8.08,20.7
8/2/12,San Diego,0.7,12.5,189,7.21,20.6
8/3/12,San Diego,0.93,18.18,206,7.91,20.6
8/4/12,San Diego,0.91,16.67,186,7.35,20.4
8/5/12,San Diego,0.79,14.29,200,7.76,20.2
8/6/12,San Diego,1.17,18.18,171,7.17,20.5
8/7/12,San Diego,1.37,16.67,179,8.49,21.1
8/8/12,San Diego,1.26,15.38,171,8.65,21.4
8/9/12,San Diego,1.4,14.29,179,7.18,21.4
8/10/12,San Diego,1.05,13.33,178,6.64,21.5
8/11/12,San Diego,1.04,15.38,195,7.81,21.6
8/12/12,San Diego,1.34,10.53,191,8.32,21.6
8/13/12,San Diego,1.03,14.29,182,6.86,22
8/14/12,San Diego,1.12,14.29,198,6.7,22.5
8/15/12,San Diego,1.2,14.29,186,6.01,22.2
8/16/12,San Diego,1.09,14.29,186,6.16,21.8
8/17/12,San Diego,1.17,15.38,178,7.61,22.1
8/18/12,San Diego,1.15,18.18,178,8.78,22.5
8/19/12,San Diego,1.15,16.67,175,9.38,23
8/20/12,San Diego,1.07,15.38,177,8.54,23.2
8/21/12,San Diego,0.92,13.33,189,7.67,23.1
8/22/12,San Diego,0.78,16.67,195,7.79,22.8
8/23/12,San Diego,0.91,15.38,175,9.19,22.1
8/24/12,San Diego,0.82,15.38,182,7.31,21.1
8/25/12,San Diego,0.79,14.29,182,6.5,20.1
8/26/12,San Diego,0.8,15.38,184,5.63,20.7
8/27/12,San Diego,0.95,14.29,185,5.35,20.6
8/28/12,San Diego,0.89,5.26,274,5.16,20.5
8/29/12,San Diego,0.88,5.88,269,5.3,22.1
8/30/12,San Diego,0.92,12.5,184,6.71,21.2
8/31/12,San Diego,1.02,11.76,170,7.63,22
9/1/12,San Diego,1.78,18.18,199,7.83,22.5
9/2/12,San Diego,1.87,16.67,185,8.09,21.9
9/3/12,San Diego,1.51,15.38,185,8.05,21.4
9/4/12,San Diego,1.19,14.29,188,7.74,21.6
9/5/12,San Diego,1.23,13.33,175,8.48,22
9/6/12,San Diego,1.08,14.29,196,7.82,22.3
9/7/12,San Diego,1.01,15.38,185,7.28,22.5
9/8/12,San Diego,1.02,14.29,181,5.96,22.8
9/9/12,San Diego,1.54,7.14,285,6.35,22
9/10/12,San Diego,1.21,6.67,289,6.56,22.2
9/11/12,San Diego,0.93,12.5,230,6.66,22.4
9/12/12,San Diego,1.09,9.88,223,7.23,22.1
9/13/12,San Diego,1.15,18.18,184,6.44,22.1
9/14/12,San Diego,1.35,16.67,178,6.48,21.6
9/15/12,San Diego,1.32,15.38,177,6.69,21
9/16/12,San Diego,1.17,16.67,182,7.52,22
9/17/12,San Diego,1.69,11.11,174,9.38,21.2
9/18/12,San Diego,1.17,12.5,182,7.02,21.3
9/19/12,San Diego,1.32,16.67,182,7.51,21.5
9/20/12,San Diego,1.57,15.38,182,7.45,21
9/21/12,San Diego,1.39,14.29,198,6.8,21.4
9/22/12,San Diego,1.08,13.33,175,7.74,21.8
9/23/12,San Diego,0.94,12.5,177,6.82,21.7
9/24/12,San Diego,0.95,14.29,203,5.75,21.5
9/25/12,San Diego,1.54,15.38,281,8.75,21.5
9/26/12,San Diego,1.53,14.29,276,9.2,21.6
9/27/12,San Diego,1.67,9.88,250,8.62,22
9/28/12,San Diego,1.4,11.11,198,8.5,22
9/29/12,San Diego,1.39,16.67,206,6.86,21.6
9/30/12,San Diego,1.28,14.29,233,7.38,21.6
10/1/12,San Diego,1.59,16.67,212,8.63,21.6
10/2/12,San Diego,1.46,15.38,192,8.09,21.6
10/3/12,San Diego,1.15,15.38,189,7.96,21.4
10/4/12,San Diego,1.01,14.29,192,7.18,20
10/5/12,San Diego,1.17,15.38,195,8.41,21.5
10/6/12,San Diego,1.18,13.33,184,6.63,21.4
10/7/12,San Diego,1.27,12.5,191,6.1,21.5
10/8/12,San Diego,1.2,15.38,233,6.6,21.1
10/9/12,San Diego,1.28,13.33,236,6.19,21
10/10/12,San Diego,1.38,6.25,297,5.74,20.3
10/11/12,San Diego,1,20,279,8.83,20.6
10/12/12,San Diego,0.99,16.67,279,8.95,20.4
10/13/12,San Diego,0.99,16.67,279,8.95,20.4
10/14/12,San Diego,0.99,16.67,279,8.95,20.4
10/15/12,San Diego,0.99,16.67,279,8.95,20.4
10/16/12,San Diego,,,,,
10/17/12,San Diego,,,,,
10/18/12,San Diego,,,,,
10/19/12,San Diego,,,,,
10/20/12,San Diego,,,,,
10/21/12,San Diego,,,,,
10/22/12,San Diego,,,,,
10/23/12,San Diego,1.14,5.88,276,4.92,19.7
10/24/12,San Diego,1.42,6.67,292,5.16,19.5
10/25/12,San Diego,2.04,7.69,281,6.46,19.4
10/26/12,San Diego,1.68,5.88,289,5.97,19.3
10/27/12,San Diego,0.95,15.38,223,7.03,19.4
10/28/12,San Diego,0.87,8.33,281,6.88,19.4
10/29/12,San Diego,0.82,14.29,243,7.52,19.4
10/30/12,San Diego,0.85,13.33,269,8.51,19.5
10/31/12,San Diego,0.79,11.76,271,6.56,19.5
11/1/12,San Diego,0.95,14.29,272,9.15,19.5
11/2/12,San Diego,1.21,13.33,276,7.31,19.5
11/3/12,San Diego,1.31,11.76,281,7.87,19.5
11/4/12,San Diego,0.86,9.09,234,6.07,19.5
11/5/12,San Diego,0.93,14.29,271,8.68,19.4
11/6/12,San Diego,0.92,12.5,275,9.1,19.5
11/7/12,San Diego,1.28,14.29,267,9.01,19.6
11/8/12,San Diego,1.11,13.33,258,6.76,19.5
11/9/12,San Diego,1.35,15.38,184,5.34,19.3
11/10/12,San Diego,2.09,6.67,296,5.97,18.8
11/11/12,San Diego,2.19,7.69,283,6.48,17.9
11/12/12,San Diego,0.89,15.38,207,5.88,18
11/13/12,San Diego,0.85,14.29,269,5.65,18
11/14/12,San Diego,0.84,13.33,265,7.21,18
11/15/12,San Diego,0.76,14.29,230,9.07,18
11/16/12,San Diego,0.7,9.88,274,7.03,17.8
11/17/12,San Diego,0.63,15.38,220,7.25,17.9
11/18/12,San Diego,1.39,16.67,269,8.23,17.9
11/19/12,San Diego,1.34,15.38,248,7.05,17.8
11/20/12,San Diego,1.38,13.33,257,6.98,16.8
11/21/12,San Diego,1.33,12.5,269,6.11,17.3
11/22/12,San Diego,1.66,12.5,261,7.94,16.7
11/23/12,San Diego,1.63,15.38,216,9.31,17
11/24/12,San Diego,1.25,14.29,202,8.08,17.1
11/25/12,San Diego,1.04,12.5,229,7.32,17
11/26/12,San Diego,1.13,12.5,241,8.25,16.5
11/27/12,San Diego,0.91,13.33,195,8.42,17.1
11/28/12,San Diego,0.69,11.11,231,7.25,16.7
11/29/12,San Diego,0.51,15.38,255,8.61,17.2
11/30/12,San Diego,1.83,11.76,283,9.51,17.5
12/1/12,San Diego,2.58,14.29,282,11.78,17.6
12/2/12,San Diego,2.41,15.38,281,10.73,17.7
12/3/12,San Diego,1.45,13.33,279,8.9,17.7
12/4/12,San Diego,1.45,11.76,279,8.32,17.8
12/5/12,San Diego,1.13,11.11,274,5.32,17.6
12/6/12,San Diego,1.19,7.14,283,6.15,17.6
12/7/12,San Diego,1.48,9.09,281,7.45,17.6
12/8/12,San Diego,1.12,12.5,278,7.7,17.5
12/9/12,San Diego,0.93,13.33,192,7.56,17.5
12/10/12,San Diego,0.76,15.38,207,7.92,17.5
12/11/12,San Diego,0.73,14.29,203,6.92,17.5
12/12/12,San Diego,0.75,15.38,271,7.33,17.5
12/13/12,San Diego,1.19,11.76,265,5.33,17.4
12/14/12,San Diego,2,11.76,271,5.89,17.1
12/15/12,San Diego,1.25,12.5,248,5.07,16.9
12/16/12,San Diego,1.29,8.33,261,5.38,16.6
12/17/12,San Diego,1.22,6.25,265,4.87,16.5
12/18/12,San Diego,0.97,15.38,272,8.47,16.7
12/19/12,San Diego,3.49,10.53,276,6.84,16.5
12/20/12,San Diego,1.44,15.38,275,7.55,16.1
12/21/12,San Diego,0.87,12.5,264,7.52,15.1
12/22/12,San Diego,1.55,11.11,275,10.38,16.1
12/23/12,San Diego,1.49,15.38,269,9.56,16
12/24/12,San Diego,1.48,13.33,269,9.29,16
12/25/12,San Diego,1.42,12.5,272,7.19,16.1
12/26/12,San Diego,1.19,11.76,276,8.43,16
12/27/12,San Diego,2.66,8.33,288,6.32,15.9
12/28/12,San Diego,2.38,9.09,276,7.71,15.9
12/29/12,San Diego,1.57,12.5,271,9.31,16
12/30/12,San Diego,1.73,16.67,285,10.52,15.9
12/31/12,San Diego,1.87,14.29,271,7.8,15.3
1/1/13,San Diego,1.13,20,267,7.18,15.5
1/2/13,San Diego,1.46,16.67,282,8.45,14.8
1/3/13,San Diego,1.12,16.67,281,10.65,14.5
1/4/13,San Diego,1.45,15.38,269,11.69,14.8
1/5/13,San Diego,1.46,11.76,269,10.9,14.6
1/6/13,San Diego,1.19,14.29,279,9.88,14.2
1/7/13,San Diego,2.74,7.69,281,6.5,14
1/8/13,San Diego,1.89,13.33,279,7.3,14.3
1/9/13,San Diego,1.37,9.88,276,8.2,14.8
1/10/13,San Diego,1.26,12.5,288,8.51,14.8
1/11/13,San Diego,3.28,9.09,292,7.06,13.8
1/12/13,San Diego,2.37,9.09,272,6.76,13.5
1/13/13,San Diego,1.33,11.11,289,6.76,13.2
1/14/13,San Diego,0.95,7.14,274,5.74,13.2
1/15/13,San Diego,1.02,10.53,290,4.9,13.8
1/16/13,San Diego,0.65,11.76,236,5.64,13.9
1/17/13,San Diego,0.46,15.38,269,5.29,13.9
1/18/13,San Diego,0.47,15.38,231,6.88,13.8
1/19/13,San Diego,0.56,13.33,223,10.36,13.9
1/20/13,San Diego,1.16,22.22,292,15.17,14.1
1/21/13,San Diego,0.99,18.18,281,11.93,14.3
1/22/13,San Diego,0.92,16.67,279,13.51,14.5
1/23/13,San Diego,1.02,16.67,269,13.51,14.6
1/24/13,San Diego,1.13,18.18,267,12,14.6
1/25/13,San Diego,1.62,15.38,276,12.57,14.1
1/26/13,San Diego,1.36,11.11,267,9.94,14.6
1/27/13,San Diego,1.38,16.67,282,7.7,14.8
1/28/13,San Diego,2.55,10.53,283,7.06,14.6
1/29/13,San Diego,2.08,9.09,279,6.85,14.5
1/30/13,San Diego,1.58,9.88,283,7.22,14.5
1/31/13,San Diego,0.79,15.38,213,6.62,14.5
2/1/13,San Diego,0.81,14.29,272,6.49,14.5
2/2/13,San Diego,0.77,13.33,267,8.46,14.6
2/3/13,San Diego,0.97,20,288,8.74,14.7
2/4/13,San Diego,1.59,16.67,268,8.76,14.8
2/5/13,San Diego,1.31,13.33,268,8.69,14.8
2/6/13,San Diego,1.02,12.5,264,8.62,14.6
2/7/13,San Diego,1.38,16.67,281,8.13,14.6
2/8/13,San Diego,1.73,13.33,276,7.45,14.6
2/9/13,San Diego,2.1,7.69,268,6.27,14.4
2/10/13,San Diego,1.81,11.76,265,7.63,14.3
2/11/13,San Diego,1.39,18.18,279,10.02,14.1
2/12/13,San Diego,1.45,16.67,276,9.19,14.2
2/13/13,San Diego,1.37,15.38,262,8.8,14
2/14/13,San Diego,1.3,14.29,267,7.97,14
2/15/13,San Diego,0.95,12.5,245,6.73,14.2
2/16/13,San Diego,0.83,16.67,254,8.62,14.5
2/17/13,San Diego,0.93,18.18,278,9.47,14.8
2/18/13,San Diego,1.36,15.38,290,7.85,14.6
2/19/13,San Diego,1.25,14.29,274,8.64,14.5
2/20/13,San Diego,2.17,18.18,275,6.32,14.3
2/21/13,San Diego,3.07,9.88,281,8.15,13.9
2/22/13,San Diego,1.87,14.29,275,7.57,13.8
2/23/13,San Diego,1.26,15.38,283,8.03,14
2/24/13,San Diego,2.13,8.33,286,7.16,14
2/25/13,San Diego,1.6,14.29,282,8.93,14.2
2/26/13,San Diego,1.26,14.29,269,7.87,14.2
2/27/13,San Diego,1.32,18.18,267,8.41,14.2
2/28/13,San Diego,1.3,15.38,275,8.63,14.5
3/1/13,San Diego,1.35,16.67,279,9.56,14.6
3/2/13,San Diego,1.32,13.33,272,10.39,14.8
3/3/13,San Diego,1.22,18.18,285,12.43,15
3/4/13,San Diego,1.52,16.67,278,8.3,14.9
3/5/13,San Diego,1.43,13.33,275,8.26,15
3/6/13,San Diego,1.33,18.18,289,8.8,14.8
3/7/13,San Diego,1.36,13.33,257,11.1,14.8
3/8/13,San Diego,2,12.5,268,6.81,15
3/9/13,San Diego,2.79,10.53,269,6.3,14.5
3/10/13,San Diego,2.05,8.33,279,7.26,14.4
3/11/13,San Diego,1.14,14.29,285,6.94,14.5
3/12/13,San Diego,1.17,13.33,276,6.9,14.7
3/13/13,San Diego,0.89,13.33,251,5.8,14.7
3/14/13,San Diego,0.81,15.38,269,6.28,14.9
3/15/13,San Diego,1.07,14.29,243,6.48,14.9
3/16/13,San Diego,1.02,16.67,227,8.12,15.1
3/17/13,San Diego,1.18,15.38,231,7.71,15
3/18/13,San Diego,1.21,14.29,247,8.21,15.1
3/19/13,San Diego,0.99,15.38,189,7.84,15.1
3/20/13,San Diego,0.75,14.29,200,7.08,15.4
3/21/13,San Diego,0.83,13.33,196,6.91,15.5
3/22/13,San Diego,1.79,9.09,281,7.34,15.4
3/23/13,San Diego,1.43,15.38,206,7.91,15.5
3/24/13,San Diego,1.41,18.18,189,10.19,15.7
3/25/13,San Diego,1.23,16.67,199,9.77,16
3/26/13,San Diego,1.11,14.29,207,8.76,16
3/27/13,San Diego,1.12,13.33,210,7.63,16.5
3/28/13,San Diego,0.94,16.67,275,9.35,16.2
3/29/13,San Diego,0.89,14.29,272,8.6,16.3
3/30/13,San Diego,0.69,13.33,244,6.23,15.8
3/31/13,San Diego,0.51,11.76,210,6.85,16.2
4/1/13,San Diego,1.2,9.09,267,7.05,16.1
4/2/13,San Diego,1.31,15.38,257,6.36,15.8
4/3/13,San Diego,1.22,13.33,234,5.97,16.1
4/4/13,San Diego,0.86,13.33,234,6.7,16
4/5/13,San Diego,1.43,18.18,213,7.54,16.1
4/6/13,San Diego,1.58,18.18,199,6.83,16.1
4/7/13,San Diego,2.1,18.18,286,7.8,16
4/8/13,San Diego,2.31,16.67,267,7.47,16.3
4/9/13,San Diego,3.13,11.11,274,8.43,14.9
4/10/13,San Diego,1.82,11.76,281,8.05,15
4/11/13,San Diego,1.16,15.38,224,7.96,15.6
4/12/13,San Diego,1.68,7.69,289,7.16,15.6
4/13/13,San Diego,1.29,12.5,268,7.9,15.9
4/14/13,San Diego,0.99,15.38,195,7.05,15.9
4/15/13,San Diego,1.21,9.88,299,7.8,15.5
4/16/13,San Diego,1.78,18.18,172,6.91,15.3
4/17/13,San Diego,2.38,16.67,175,7.36,15.5
4/18/13,San Diego,1.64,15.38,188,6.86,15.7
4/19/13,San Diego,1.16,15.38,182,6.23,15.9
4/20/13,San Diego,1.39,18.18,170,6.44,16.2
4/21/13,San Diego,1.16,15.38,185,7.83,17
4/22/13,San Diego,1.05,13.33,199,8.24,16.7
4/23/13,San Diego,1.06,16.67,185,10.43,16.8
4/24/13,San Diego,1.22,14.29,182,11.13,17
4/25/13,San Diego,1.04,14.29,193,11.07,17.2
4/26/13,San Diego,0.93,13.33,185,9.84,17
4/27/13,San Diego,1.09,15.38,205,5.97,17
4/28/13,San Diego,0.97,15.38,182,5.82,17.1
4/29/13,San Diego,1.05,13.33,184,6.44,17.1
4/30/13,San Diego,1.06,20,195,8.97,17.6
5/1/13,San Diego,1.24,18.18,182,9.42,17.2
5/2/13,San Diego,1.34,16.67,189,10.8,17.5
5/3/13,San Diego,1.32,15.38,191,7.68,17.5
5/4/13,San Diego,1.06,15.38,185,6.58,17.9
5/5/13,San Diego,0.94,13.33,189,5.76,17.5
5/6/13,San Diego,1.09,13.33,191,4.98,17.3
5/7/13,San Diego,1.18,13.33,174,6.93,16.9
5/8/13,San Diego,1.04,13.33,177,7.79,17.3
5/9/13,San Diego,0.93,16.67,222,6,17.2
5/10/13,San Diego,0.98,16.67,210,6.21,17.6
5/11/13,San Diego,0.87,15.38,217,5.62,17.8
5/12/13,San Diego,0.72,14.29,223,5.62,17.9
5/13/13,San Diego,0.8,14.29,195,6.74,18
5/14/13,San Diego,1.36,14.29,182,6.09,18
5/15/13,San Diego,1.74,12.5,189,6.77,18.6
5/16/13,San Diego,1.31,13.33,192,7.35,18.5
5/17/13,San Diego,1.04,8.33,276,6.42,18.4
5/18/13,San Diego,1.15,11.76,241,6.13,18.5
5/19/13,San Diego,1.19,18.18,227,6.5,18.5
5/20/13,San Diego,1.12,16.67,220,8.76,18.8
5/21/13,San Diego,1.16,16.67,222,9.78,19
5/22/13,San Diego,1.28,16.67,193,10.17,18.9
5/23/13,San Diego,1.7,14.29,219,7.54,18.6
5/24/13,San Diego,1.79,16.67,205,7.46,18.2
5/25/13,San Diego,1.41,15.38,238,9.03,18.5
5/26/13,San Diego,1.28,15.38,216,8.65,18.6
5/27/13,San Diego,1.2,15.38,198,8.47,17.8
5/28/13,San Diego,1.88,9.88,278,7.74,17.7
5/29/13,San Diego,1.81,8.33,278,6.7,18.4
5/30/13,San Diego,2.16,9.09,275,6.87,18.7
5/31/13,San Diego,1.61,9.88,275,6.93,18.9
6/1/13,San Diego,1.13,7.69,272,6.83,19
6/2/13,San Diego,1.34,11.11,264,7.8,19.8
6/3/13,San Diego,1.16,10.53,272,6.49,19.4
6/4/13,San Diego,1.22,14.29,193,8.7,19.1
6/5/13,San Diego,0.97,12.5,210,7.38,19
6/6/13,San Diego,1.01,22.22,207,6.62,19
6/7/13,San Diego,1.77,18.18,196,12.1,18.8
6/8/13,San Diego,1.42,18.18,191,12.31,18.6
6/9/13,San Diego,1.22,16.67,202,12.37,18.8
6/10/13,San Diego,1.16,15.38,193,11.91,18.5
6/11/13,San Diego,1.15,11.11,248,8.88,18.6
6/12/13,San Diego,0.98,13.33,191,7.77,18
6/13/13,San Diego,1.01,12.5,186,8.96,18.2
6/14/13,San Diego,1.18,16.67,195,8.02,19
6/15/13,San Diego,1.15,14.29,186,7.9,18.6
6/16/13,San Diego,1.09,16.67,200,7.96,18.5
6/17/13,San Diego,0.89,15.38,188,5.95,18.8
6/18/13,San Diego,1.17,14.29,198,6.39,18.8
6/19/13,San Diego,1.84,7.69,293,6.75,19.2
6/20/13,San Diego,1.54,14.29,191,6.74,19
6/21/13,San Diego,1.48,8.33,281,6.84,20
6/22/13,San Diego,1.44,16.67,203,6.91,20.2
6/23/13,San Diego,1.15,15.38,188,7.45,18.8
6/24/13,San Diego,1.26,8.33,274,6.8,18
6/25/13,San Diego,0.76,14.29,191,5.54,18.2
6/26/13,San Diego,0.9,18.18,199,5.92,18.5
6/27/13,San Diego,1.11,15.38,203,8.44,19.2
6/28/13,San Diego,1.47,13.33,220,11.01,20
6/29/13,San Diego,1.35,11.11,175,8.53,20.1
6/30/13,San Diego,1.24,14.29,198,8.93,20.4
7/1/13,San Diego,1.22,15.38,223,7.44,20
7/2/13,San Diego,1.08,14.29,210,8.77,20
7/3/13,San Diego,0.89,13.33,216,8.69,19.3
7/4/13,San Diego,0.89,12.5,191,6.35,19.5
7/5/13,San Diego,0.76,11.76,206,8.11,20
7/6/13,San Diego,0.97,14.29,206,10.14,20.8
7/7/13,San Diego,1.05,15.38,209,8.64,21
7/8/13,San Diego,1.01,14.29,209,6.18,19.8
7/9/13,San Diego,1.35,16.67,184,6.36,20.1
7/10/13,San Diego,1.27,15.38,181,9.27,20.6
7/11/13,San Diego,1.09,14.29,170,10.1,20.5
7/12/13,San Diego,1.27,16.67,178,11.19,20.2
7/13/13,San Diego,1.38,15.38,177,10.5,20.5
7/14/13,San Diego,1.09,15.38,199,9.15,21.2
7/15/13,San Diego,1.13,14.29,189,8.69,21.5
7/16/13,San Diego,1.39,7.14,282,6.11,20
7/17/13,San Diego,1.11,5.56,286,5.7,19.1
7/18/13,San Diego,1.31,5.88,283,5.58,18.9
7/19/13,San Diego,1.31,18.18,199,6.88,19
7/20/13,San Diego,1.35,15.38,202,9.22,19
7/21/13,San Diego,1.12,16.67,193,9.81,20.4
7/22/13,San Diego,1.39,16.67,188,11.44,19.8
7/23/13,San Diego,0.97,14.29,199,9.68,19.8
7/24/13,San Diego,1.18,16.67,217,7.75,19
7/25/13,San Diego,1.07,14.29,192,6.62,18.3
7/26/13,San Diego,1.17,15.38,192,6.88,18.5
7/27/13,San Diego,1.17,14.29,207,6.44,18.8
7/28/13,San Diego,1,13.33,213,5.87,19.8
7/29/13,San Diego,0.89,15.38,192,8.99,19.7
7/30/13,San Diego,1.17,16.67,195,11.22,19.9
7/31/13,San Diego,1.35,18.18,195,10.9,20.4
8/1/13,San Diego,1.1,15.38,198,10.22,20.1
8/2/13,San Diego,1.08,15.38,199,7.46,19.7
8/3/13,San Diego,0.9,14.29,192,7.51,19.5
8/4/13,San Diego,0.98,18.18,213,8.97,19.7
8/5/13,San Diego,1.04,15.38,200,7.73,19.4
8/6/13,San Diego,0.85,14.29,199,6.63,19.5
8/7/13,San Diego,0.88,14.29,188,5.53,19.6
8/8/13,San Diego,1.13,5.56,278,5.37,19.5
8/9/13,San Diego,1.13,5.56,278,5.37,19.5
8/10/13,San Diego,1.13,5.56,278,5.37,19.5
8/11/13,San Diego,1.13,5.56,278,5.37,19.5
8/12/13,San Diego,0.9,7.14,280,5.59,19.8
8/13/13,San Diego,0.85,5.56,270,5.31,19.2
8/14/13,San Diego,0.65,12.5,211,5.79,19.3
8/15/13,San Diego,0.6,8.33,266,6.46,19.4
8/16/13,San Diego,0.49,11.76,197,6.75,19.5
8/17/13,San Diego,0.62,11.11,218,6.6,19.8
8/18/13,San Diego,1.08,12.5,191,5.53,19.8
8/19/13,San Diego,0.86,8.33,277,6.02,19.6
8/20/13,San Diego,0.75,9.88,223,6.62,19.5
8/21/13,San Diego,0.98,4.76,295,5.16,19.4
8/22/13,San Diego,0.95,5.56,295,5.2,19.5
8/23/13,San Diego,1.2,15.38,183,5.72,20.2
8/24/13,San Diego,1.14,14.29,185,5.81,19.8
8/25/13,San Diego,0.87,7.69,282,6.14,19.5
8/26/13,San Diego,0.82,14.29,176,5.77,20.1
8/27/13,San Diego,1.01,5,284,5.56,20
8/28/13,San Diego,1.04,6.25,280,5.64,20.2
8/29/13,San Diego,0.98,16.67,188,6.97,20.1
8/30/13,San Diego,1.12,15.38,181,7.12,19
8/31/13,San Diego,1.12,14.29,194,9.27,20.3
9/1/13,San Diego,1.1,14.29,192,9.16,21.9
9/2/13,San Diego,1.09,13.33,192,7.12,20.5
9/3/13,San Diego,1.12,12.5,195,7.78,20.3
9/4/13,San Diego,0.94,12.5,190,6.95,20.8
9/5/13,San Diego,1.1,12.5,191,6.02,21.1
9/6/13,San Diego,1.15,8.33,287,6.25,21.2
9/7/13,San Diego,0.99,12.5,209,5.44,21.5
9/8/13,San Diego,1.08,15.38,177,5.92,21.8
9/9/13,San Diego,1.11,5.56,294,5.41,21.5
9/10/13,San Diego,0.83,15.38,211,5.78,21.2
9/11/13,San Diego,0.55,14.29,209,7.53,21
9/12/13,San Diego,0.74,15.38,201,7.28,20.9
9/13/13,San Diego,1.24,15.38,259,7.76,21
9/14/13,San Diego,1.38,13.33,240,8.07,20.9
9/15/13,San Diego,1.63,13.33,202,7.23,21.5
9/16/13,San Diego,1.42,9.09,281,6.52,21.9
9/17/13,San Diego,1.21,6.25,284,5.89,21.6
9/18/13,San Diego,1.3,7.14,274,6.85,21.7
9/19/13,San Diego,1.31,9.09,274,7.31,21.6
9/20/13,San Diego,0.99,8.33,277,7.01,21.2
9/21/13,San Diego,0.79,13.33,198,7.11,21.2
9/22/13,San Diego,1.31,12.5,256,6.26,21.1
9/23/13,San Diego,1.43,7.14,270,6.77,21
9/24/13,San Diego,1.17,14.29,194,7.6,21.3
9/25/13,San Diego,1.12,13.33,233,8.5,21.4
9/26/13,San Diego,1.96,8.33,284,6.75,21
9/27/13,San Diego,1.96,7.69,287,6.59,20.8
9/28/13,San Diego,1.38,12.5,181,6.75,20.6
9/29/13,San Diego,1.08,11.11,185,7.32,20.7
9/30/13,San Diego,1.01,13.33,232,6.51,20.8
10/1/13,San Diego,1.23,16.67,281,8.73,20.8
10/2/13,San Diego,1.49,12.5,261,8.13,20.6
10/3/13,San Diego,1.4,9.88,281,8.29,20.5
10/4/13,San Diego,1.68,11.11,295,8.59,20.2
10/5/13,San Diego,1.47,16.67,185,9.67,20.4
10/6/13,San Diego,1.08,15.38,184,10.36,20.5
10/7/13,San Diego,0.95,14.29,188,7.88,20.7
10/8/13,San Diego,1.03,13.33,223,6.21,20.4
10/9/13,San Diego,1.04,11.76,260,6.22,20.2
10/10/13,San Diego,1.63,16.67,176,6.09,19.4
10/11/13,San Diego,1.36,15.38,177,8.8,19.5
10/12/13,San Diego,1.32,14.29,174,7.08,19.4
10/13/13,San Diego,1.21,15.38,177,6.85,19.5
10/14/13,San Diego,0.98,15.38,174,7.26,19.2
10/15/13,San Diego,0.99,4.76,299,5.34,19.4
10/16/13,San Diego,0.75,15.38,201,8.71,19.5
10/17/13,San Diego,0.8,12.5,215,9.43,19.9
10/18/13,San Diego,0.83,13.33,216,7.02,19.2
10/19/13,San Diego,0.76,11.76,246,6.29,18.7
10/20/13,San Diego,0.75,14.29,190,5.71,18
10/21/13,San Diego,0.8,15.38,199,5.13,18.2
10/22/13,San Diego,0.73,12.5,242,7.41,18.3
10/23/13,San Diego,1.23,15.38,188,10.91,18
10/24/13,San Diego,0.86,14.29,192,9.98,17.9
10/25/13,San Diego,0.72,12.5,194,7.85,18.6
10/26/13,San Diego,0.83,13.33,230,6.74,18.8
10/27/13,San Diego,1.01,11.11,267,7.05,18.9
10/28/13,San Diego,1.3,5.56,288,5.57,18.9
10/29/13,San Diego,1.06,16.67,185,5.81,18.4
10/30/13,San Diego,1.04,11.11,257,6.17,18.3
10/31/13,San Diego,1.02,16.67,232,6.38,17.7
11/1/13,San Diego,0.91,12.5,266,7.61,17.8
11/2/13,San Diego,0.77,14.29,222,7.63,18.2
11/3/13,San Diego,0.95,14.29,236,6.07,17.9
11/4/13,San Diego,1.46,12.5,278,8.44,18
11/5/13,San Diego,1.42,12.5,288,8.26,18
11/6/13,San Diego,1.08,16.67,270,7.95,17.4
11/7/13,San Diego,0.76,14.29,266,8.18,16.6
11/8/13,San Diego,0.76,13.33,264,8.1,18
11/9/13,San Diego,0.85,12.5,235,7.74,18.5
11/10/13,San Diego,0.76,12.5,215,7.78,18.3
11/11/13,San Diego,0.83,11.76,202,6.74,17.4
11/12/13,San Diego,0.79,14.29,253,5.03,17.7
11/13/13,San Diego,0.81,13.33,246,5.9,17.6
11/14/13,San Diego,0.96,8.33,263,6.53,17.9
11/15/13,San Diego,1.14,8.33,284,6.51,18
11/16/13,San Diego,1.56,8.33,278,6.18,17.9
11/17/13,San Diego,1.1,10.53,274,7.28,17.9
11/18/13,San Diego,0.83,9.09,275,6.79,18
11/19/13,San Diego,0.84,10.53,270,5.07,18
11/20/13,San Diego,0.98,5.88,281,5.08,17.9
